,Price Range,Cuisine Style,URL_TA,Number of Reviews
11159,$,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d7160762-Reviews-Quantuan-Berlin.html,18.0
11160,,,/Restaurant_Review-g187265-d5981654-Reviews-Villa_Bachut-Lyon_Rhone_Auvergne_Rhone_Alpes.html,14.0
11162,$,"['Chinese', 'Asian']",/Restaurant_Review-g187514-d4062230-Reviews-Fan_Rong-Madrid.html,13.0
11163,$$ - $$$,,/Restaurant_Review-g187514-d2311036-Reviews-Taberna_de_la_Olmeda-Madrid.html,29.0
11164,,,/Restaurant_Review-g189158-d10910876-Reviews-Ice_Gourmet-Lisbon_Lisbon_District_Central_Portugal.html,4.0
11165,,,/Restaurant_Review-g186338-d5796579-Reviews-Red_Planet_Pizza-London_England.html,3.0
11166,,,/Restaurant_Review-g187323-d2039271-Reviews-Aznavourian-Berlin.html,28.0
11167,,,/Restaurant_Review-g187309-d9726072-Reviews-Lutgering-Munich_Upper_Bavaria_Bavaria.html,1.0
11168,,,/Restaurant_Review-g187147-d7809372-Reviews-Pizza_Venezia-Paris_Ile_de_France.html,5.0
11170,$$ - $$$,,/Restaurant_Review-g187497-d5614832-Reviews-Buena_Tapa-Barcelona_Catalonia.html,9.0
11171,,,/Restaurant_Review-g187309-d11653459-Reviews-Aladdin_Kebaphaus-Munich_Upper_Bavaria_Bavaria.html,4.0
11172,$$ - $$$,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d5510263-Reviews-Via_vai-Berlin.html,23.0
11173,$$ - $$$,,/Restaurant_Review-g187265-d12542629-Reviews-Racine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,115.0
11175,,,/Restaurant_Review-g187309-d964521-Reviews-Prosecco-Munich_Upper_Bavaria_Bavaria.html,5.0
11176,,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187497-d3769272-Reviews-Bluebells-Barcelona_Catalonia.html,11.0
11178,,,/Restaurant_Review-g187514-d1381912-Reviews-Numerus_Clausus_II-Madrid.html,1.0
11181,,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d12400973-Reviews-Gamblu-Madrid.html,14.0
11182,$,,/Restaurant_Review-g187849-d4404704-Reviews-Al_Bicocca_Milano-Milan_Lombardy.html,32.0
11183,,,/Restaurant_Review-g187309-d12066507-Reviews-Stoffcafe-Munich_Upper_Bavaria_Bavaria.html,1.0
11184,$$ - $$$,"['American', 'Steakhouse', 'Barbecue']",/Restaurant_Review-g189541-d6157665-Reviews-Bone_s_Restaurant_Amagerbrogade-Copenhagen_Zealand.html,88.0
11185,,,/Restaurant_Review-g186338-d5243168-Reviews-Nathan_Pie_Shop-London_England.html,13.0
11186,,,/Restaurant_Review-g187331-d10730433-Reviews-Cafe_Chrysander-Hamburg.html,8.0
11187,,,/Restaurant_Review-g187849-d8338555-Reviews-Anna-Milan_Lombardy.html,1.0
11189,$,"['Asian', 'Thai']",/Restaurant_Review-g188644-d11700928-Reviews-Pintong_thai_home_made-Brussels.html,15.0
11190,,"['European', 'Czech']",/Restaurant_Review-g274707-d10066825-Reviews-Bar_Pivnice_Smichoff-Prague_Bohemia.html,3.0
11191,$$ - $$$,"['Bar', 'South American']",/Restaurant_Review-g187514-d7993505-Reviews-The_Traveller-Madrid.html,56.0
11192,,,/Restaurant_Review-g187323-d11809827-Reviews-Masala-Berlin.html,8.0
11193,,,/Restaurant_Review-g189541-d7995294-Reviews-Cafe_Georg-Copenhagen_Zealand.html,7.0
11195,$$ - $$$,"['Dessert', 'Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g274772-d11644560-Reviews-Nakielny_Kawa_I_Wypieki-Krakow_Lesser_Poland_Province_Southern_Poland.html,55.0
11196,,,/Restaurant_Review-g187147-d1147107-Reviews-YAKICHO-Paris_Ile_de_France.html,6.0
11197,,,/Restaurant_Review-g187331-d12575804-Reviews-Weltcafe_Elbfaire-Hamburg.html,3.0
11198,,,/Restaurant_Review-g187497-d6542465-Reviews-Yogufruta-Barcelona_Catalonia.html,14.0
11199,$,"['Steakhouse', 'Seafood', 'Greek']",/Restaurant_Review-g189400-d8468650-Reviews-Agioneri-Athens_Attica.html,34.0
11200,,,/Restaurant_Review-g274707-d7124442-Reviews-Cukrarna_Na_Ul_Terronska-Prague_Bohemia.html,3.0
11201,$,"['Bar', 'Pub']",/Restaurant_Review-g187497-d12965944-Reviews-Back_Side-Barcelona_Catalonia.html,7.0
11203,$$ - $$$,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187514-d12708661-Reviews-Casa_Andreea-Madrid.html,74.0
11204,,,/Restaurant_Review-g187514-d7651719-Reviews-Luspar-Madrid.html,5.0
11205,,,/Restaurant_Review-g187147-d2530859-Reviews-Le_14-Paris_Ile_de_France.html,8.0
11207,$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187497-d6705906-Reviews-Raco_d_en_Pat-Barcelona_Catalonia.html,17.0
11208,,"['Argentinean', 'South American']",/Restaurant_Review-g187323-d10490843-Reviews-Steakhaus_Barbecue-Berlin.html,5.0
11209,$,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187514-d12225609-Reviews-Tomate_El_Placer-Madrid.html,24.0
11210,,"['Asian', 'Indonesian']",/Restaurant_Review-g188590-d7078154-Reviews-Mari_Rasa-Amsterdam_North_Holland_Province.html,3.0
11211,$$ - $$$,"['Dutch', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g188590-d1232088-Reviews-Kompaszaal-Amsterdam_North_Holland_Province.html,25.0
11212,$$ - $$$,"['Barbecue', 'European', 'Portuguese']",/Restaurant_Review-g189158-d8752107-Reviews-Academia_Dos_Grelhados-Lisbon_Lisbon_District_Central_Portugal.html,16.0
11214,,"['French', 'International']",/Restaurant_Review-g188644-d1940683-Reviews-Bebrussels-Brussels.html,9.0
11215,$,,/Restaurant_Review-g187323-d7819963-Reviews-Maria_Restaurant_Pizzeria-Berlin.html,32.0
11216,,,/Restaurant_Review-g188057-d8616268-Reviews-La_Mandarine-Geneva.html,4.0
11217,,,/Restaurant_Review-g187514-d10597012-Reviews-Cerveceria_Curro-Madrid.html,4.0
11218,,,/Restaurant_Review-g186338-d7278617-Reviews-Jerk_Scene-London_England.html,6.0
11219,$$ - $$$,,/Restaurant_Review-g187791-d11678329-Reviews-IllyShop-Rome_Lazio.html,22.0
11220,,"['Fast Food', 'Asian', 'Thai']",/Restaurant_Review-g186338-d3639084-Reviews-Box_Noodle-London_England.html,3.0
11221,$$ - $$$,"['Indian', 'Vegetarian Friendly']",/Restaurant_Review-g188644-d8068662-Reviews-Bangalore-Brussels.html,16.0
11222,,,/Restaurant_Review-g188113-d10627081-Reviews-Eatalian-Zurich.html,3.0
11223,,,/Restaurant_Review-g187849-d8338325-Reviews-Kryo-Milan_Lombardy.html,2.0
11224,$$ - $$$,"['Mediterranean', 'European', 'Spanish']",/Restaurant_Review-g187497-d11716628-Reviews-Llesqueria_Spicca-Barcelona_Catalonia.html,152.0
11225,,,/Restaurant_Review-g186338-d12535728-Reviews-McDonald_s-London_England.html,5.0
11226,,,/Restaurant_Review-g186338-d10584379-Reviews-Chicken_Cottage-London_England.html,4.0
11227,,,/Restaurant_Review-g189852-d10664281-Reviews-Mindepartementet_cafe-Stockholm.html,4.0
11228,,,/Restaurant_Review-g274707-d1534768-Reviews-Code_bar-Prague_Bohemia.html,10.0
11229,$$ - $$$,"['Cafe', 'European']",/Restaurant_Review-g190454-d12835806-Reviews-Zum_Straba-Vienna.html,9.0
11230,,"['European', 'Turkish']",/Restaurant_Review-g188113-d10198018-Reviews-Linden_Treff_Take_Away-Zurich.html,5.0
11231,$$ - $$$,"['Italian', 'Seafood', 'Mediterranean']",/Restaurant_Review-g187791-d12927416-Reviews-Ristorante_Pepe_Rosa-Rome_Lazio.html,684.0
11232,,,/Restaurant_Review-g187323-d9735838-Reviews-Merakli_Kofteci-Berlin.html,1.0
11233,,,/Restaurant_Review-g188113-d12462288-Reviews-The_Pie_Shop-Zurich.html,2.0
11234,$$ - $$$,"['Italian', 'Pizza']",/Restaurant_Review-g187265-d5981658-Reviews-Domino_s_Pizza-Lyon_Rhone_Auvergne_Rhone_Alpes.html,12.0
11236,,"['Healthy', 'Soups']",/Restaurant_Review-g187849-d2509872-Reviews-Soupercups-Milan_Lombardy.html,23.0
11237,,,/Restaurant_Review-g187331-d1039266-Reviews-SC_Condor-Hamburg.html,1.0
11238,,"['Cafe', 'Deli']",/Restaurant_Review-g187323-d9750223-Reviews-Auf_die_Hand-Berlin.html,11.0
11239,$$ - $$$,"['Mediterranean', 'Turkish', 'Middle Eastern']",/Restaurant_Review-g186338-d12003615-Reviews-Aksular_Restaurant-London_England.html,334.0
11242,$,"['Peruvian', 'Latin', 'Spanish']",/Restaurant_Review-g187514-d8050905-Reviews-Restaurante_Asador_Rocky-Madrid.html,19.0
11243,,,/Restaurant_Review-g186338-d5122696-Reviews-Angel_s_Cafe-London_England.html,5.0
11244,,,/Restaurant_Review-g274924-d4770134-Reviews-Idyla_2_cafe-Bratislava_Bratislava_Region.html,7.0
11245,$$ - $$$,"['European', 'Czech']",/Restaurant_Review-g274707-d7123585-Reviews-Pap-Prague_Bohemia.html,6.0
11246,$$ - $$$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187147-d11918984-Reviews-Sushi_Fujitomy-Paris_Ile_de_France.html,15.0
11247,$$ - $$$,"['Bar', 'Pub']",/Restaurant_Review-g189852-d8117295-Reviews-Kolingen-Stockholm.html,4.0
11248,$$ - $$$,,/Restaurant_Review-g189180-d9739235-Reviews-Agostinho_Lima-Porto_Porto_District_Northern_Portugal.html,33.0
11249,$$ - $$$,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g187309-d13055068-Reviews-Fami-Munich_Upper_Bavaria_Bavaria.html,47.0
11250,$,"['Chinese', 'Fast Food']",/Restaurant_Review-g187147-d3793929-Reviews-Traiteur_Express_Tolbiac-Paris_Ile_de_France.html,10.0
11251,,,/Restaurant_Review-g187497-d4698083-Reviews-Cafe_Catalina-Barcelona_Catalonia.html,11.0
11252,,"['Bakeries', 'Cafe']",/Restaurant_Review-g187497-d10623342-Reviews-Mas_Pastissers-Barcelona_Catalonia.html,15.0
11253,,"['European', 'British']",/Restaurant_Review-g186338-d1381518-Reviews-Haberdashers_Hall-London_England.html,6.0
11254,,,/Restaurant_Review-g187849-d2535725-Reviews-Koko_Sushi-Milan_Lombardy.html,60.0
11255,,"['Cafe', 'Deli']",/Restaurant_Review-g190454-d12246677-Reviews-Baeckerei_Linsbichler-Vienna.html,5.0
11256,,,/Restaurant_Review-g189158-d10058514-Reviews-Cafe_Angolano-Lisbon_Lisbon_District_Central_Portugal.html,1.0
11257,,,/Restaurant_Review-g189158-d12702393-Reviews-Pastelaria_Ifni-Lisbon_Lisbon_District_Central_Portugal.html,3.0
11259,,"['Italian', 'Spanish']",/Restaurant_Review-g187323-d3977189-Reviews-Bonito-Berlin.html,8.0
11260,,,/Restaurant_Review-g187309-d12556427-Reviews-Garten_zur_Freiheit-Munich_Upper_Bavaria_Bavaria.html,1.0
11261,,,/Restaurant_Review-g187514-d10883993-Reviews-Xantar_Ben-Madrid.html,11.0
11262,,,/Restaurant_Review-g274707-d2569217-Reviews-Bella_Victoria-Prague_Bohemia.html,1.0
11263,$$ - $$$,,/Restaurant_Review-g187265-d5796795-Reviews-Le_Chabada_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,17.0
11264,,"['Middle Eastern', 'Persian']",/Restaurant_Review-g190454-d3494629-Reviews-Restaurant_Khayam-Vienna.html,6.0
11265,,,/Restaurant_Review-g187309-d1344137-Reviews-Frenzy-Munich_Upper_Bavaria_Bavaria.html,40.0
11267,,"['Italian', 'Cafe']",/Restaurant_Review-g187791-d7997882-Reviews-Crem_Di_Via-Rome_Lazio.html,44.0
11268,,,/Restaurant_Review-g190479-d8408390-Reviews-Chopsticks-Oslo_Eastern_Norway.html,1.0
11269,,,/Restaurant_Review-g187514-d2393764-Reviews-Taberna_Museo-Madrid.html,1.0
11270,$$ - $$$,,/Restaurant_Review-g187514-d5795277-Reviews-Casa_Puebla-Madrid.html,67.0
11271,$,,/Restaurant_Review-g187514-d4579462-Reviews-Rosca_Pizza-Madrid.html,37.0
11272,,,/Restaurant_Review-g187497-d5614259-Reviews-Meal_1_Sabores_Colores-Barcelona_Catalonia.html,4.0
11273,$,"['Fast Food', 'Spanish']",/Restaurant_Review-g187497-d7952442-Reviews-La_Cassola-Barcelona_Catalonia.html,13.0
11274,,,/Restaurant_Review-g189158-d5959997-Reviews-Bairru_s_Bodega-Lisbon_Lisbon_District_Central_Portugal.html,9.0
11275,,"['Cafe', 'Vietnamese']",/Restaurant_Review-g186338-d10454914-Reviews-Anglo_Viet-London_England.html,3.0
11276,,,/Restaurant_Review-g186338-d3297039-Reviews-Equation-London_England.html,2.0
11277,$,"['Asian', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d12640973-Reviews-Old_Spitalfields_Market-London_England.html,60.0
11278,,,/Restaurant_Review-g189158-d6782102-Reviews-McDonald_s-Lisbon_Lisbon_District_Central_Portugal.html,1.0
11279,$$ - $$$,"['Bar', 'British', 'Pub']",/Restaurant_Review-g186525-d3648621-Reviews-Star_Bar-Edinburgh_Scotland.html,28.0
11280,$$ - $$$,"['Mediterranean', 'European', 'Spanish']",/Restaurant_Review-g187497-d12309283-Reviews-El_Menjador_de_la_Beckett-Barcelona_Catalonia.html,60.0
11281,,,/Restaurant_Review-g187514-d6726769-Reviews-La_Taperia_de_Don_Pancho-Madrid.html,3.0
11282,,"['Italian', 'French']",/Restaurant_Review-g186605-d5558249-Reviews-La_boulangerie-Dublin_County_Dublin.html,2.0
11284,$$ - $$$,"['Cafe', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d12607818-Reviews-Bailey_And_Pim-Dublin_County_Dublin.html,27.0
11285,,,/Restaurant_Review-g189158-d7747009-Reviews-Cantinho_das_Delicias-Lisbon_Lisbon_District_Central_Portugal.html,3.0
11286,,"['Bar', 'Pub']",/Restaurant_Review-g187497-d4745240-Reviews-El_Bon_Tast-Barcelona_Catalonia.html,3.0
11287,,"['Italian', 'Pizza']",/Restaurant_Review-g187849-d8339749-Reviews-Bus_Stop_Pizza-Milan_Lombardy.html,13.0
11288,$,"['Bar', 'Pub']",/Restaurant_Review-g187497-d6880900-Reviews-Sante_Cafe-Barcelona_Catalonia.html,29.0
11289,,,/Restaurant_Review-g189541-d12457922-Reviews-KaffeBroen-Copenhagen_Zealand.html,5.0
11290,,,/Restaurant_Review-g187323-d5851837-Reviews-White_Lounge-Berlin.html,43.0
11291,,,/Restaurant_Review-g186338-d11835021-Reviews-Nani_Cafe-London_England.html,5.0
11292,,,/Restaurant_Review-g187309-d11283920-Reviews-Efsane_Cig_Kofte-Munich_Upper_Bavaria_Bavaria.html,4.0
11293,,,/Restaurant_Review-g187147-d1035211-Reviews-La_Route_du_Chateau-Paris_Ile_de_France.html,1.0
11294,$,,/Restaurant_Review-g187514-d8540292-Reviews-El_Murciano-Madrid.html,23.0
11295,$$ - $$$,,/Restaurant_Review-g274887-d9814570-Reviews-La_Corte-Budapest_Central_Hungary.html,26.0
11296,,,/Restaurant_Review-g187497-d6407229-Reviews-Pothos-Barcelona_Catalonia.html,5.0
11297,,"['European', 'Healthy']",/Restaurant_Review-g188644-d10464588-Reviews-Up-Brussels.html,2.0
11298,,,/Restaurant_Review-g274924-d5048779-Reviews-Pizza_Pazza_Hron-Bratislava_Bratislava_Region.html,9.0
11299,,,/Restaurant_Review-g187323-d3557688-Reviews-Aytens_Loeffelbar-Berlin.html,4.0
11300,,,/Restaurant_Review-g186338-d12190616-Reviews-Super_Fry_Fish_Bar-London_England.html,10.0
11301,$$ - $$$,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g187147-d12334932-Reviews-Cafe_Di_Roma-Paris_Ile_de_France.html,1061.0
11302,$,"['Italian', 'Pizza']",/Restaurant_Review-g187147-d12992755-Reviews-Restaurant_Italien_Mamma_Mia_Quarter_Latin-Paris_Ile_de_France.html,22.0
11303,,"['Lebanese', 'Mediterranean']",/Restaurant_Review-g186338-d3199333-Reviews-Pharo_s_Restaurant-London_England.html,1.0
11304,$$ - $$$,,/Restaurant_Review-g187331-d13202379-Reviews-Wat_Dat_Pho-Hamburg.html,16.0
11305,,,/Restaurant_Review-g187323-d983684-Reviews-Asteria_Club-Berlin.html,2.0
11306,,,/Restaurant_Review-g187497-d5877986-Reviews-Cerveceria_BAR_JB-Barcelona_Catalonia.html,1.0
11307,$$ - $$$,"['Italian', 'Austrian', 'International']",/Restaurant_Review-g190454-d8673850-Reviews-Schaukuchl-Vienna.html,11.0
11308,,,/Restaurant_Review-g186338-d8448848-Reviews-Kabana_Grill-London_England.html,1.0
11310,$$ - $$$,"['Steakhouse', 'Irish', 'Pub']",/Restaurant_Review-g186605-d10145743-Reviews-The_Breffni_Inn-Dublin_County_Dublin.html,33.0
11312,$$ - $$$,,/Restaurant_Review-g187323-d1356455-Reviews-Lubarser_Hufeisen_Pension_Fam_Neuendorf-Berlin.html,16.0
11313,$,"['Fast Food', 'Turkish']",/Restaurant_Review-g187309-d9743644-Reviews-Oliva_Doner_Pasta-Munich_Upper_Bavaria_Bavaria.html,19.0
11314,$$ - $$$,"['European', 'Portuguese']",/Restaurant_Review-g189158-d3177106-Reviews-Andorinhas-Lisbon_Lisbon_District_Central_Portugal.html,13.0
11315,,,/Restaurant_Review-g187849-d8762942-Reviews-Mokarabia_Caffe-Milan_Lombardy.html,4.0
11316,$,"['Italian', 'Seafood', 'Mediterranean']",/Restaurant_Review-g187791-d10021211-Reviews-Bistrot_Balduina-Rome_Lazio.html,35.0
11318,,,/Restaurant_Review-g187849-d8338324-Reviews-Ristocar-Milan_Lombardy.html,3.0
11319,,,/Restaurant_Review-g189400-d2569979-Reviews-To_Souvlaki_tou_Hasapi-Athens_Attica.html,10.0
11320,,,/Restaurant_Review-g189541-d12670446-Reviews-OISHI_Sushi-Copenhagen_Zealand.html,1.0
11321,,"['European', 'Czech']",/Restaurant_Review-g274707-d4768736-Reviews-Ambrozie-Prague_Bohemia.html,7.0
11323,$,,/Restaurant_Review-g187147-d10076026-Reviews-Chocoline-Paris_Ile_de_France.html,13.0
11324,$$ - $$$,"['Bakeries', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d4747919-Reviews-Backerei_Konditorei_Ziegler_Gmbh-Munich_Upper_Bavaria_Bavaria.html,27.0
11325,,"['European', 'Portuguese']",/Restaurant_Review-g189180-d12657567-Reviews-Crepe_Mania-Porto_Porto_District_Northern_Portugal.html,13.0
11327,$$ - $$$,"['Cafe', 'European', 'Swedish']",/Restaurant_Review-g189852-d12332233-Reviews-Hotel_Sven_Vintappare-Stockholm.html,12.0
11328,$$ - $$$,"['European', 'Swedish']",/Restaurant_Review-g189852-d12245002-Reviews-Hellbergs_Fagel_Och_Vilt-Stockholm.html,9.0
11329,,,/Restaurant_Review-g186338-d10057387-Reviews-Birdies_Kitchen_Acton_Park_Cafe-London_England.html,8.0
11330,$$ - $$$,,/Restaurant_Review-g187514-d11918527-Reviews-La_Birra_es_Bella_Vicalvaro-Madrid.html,52.0
11331,,,/Restaurant_Review-g187514-d12562858-Reviews-Charing_Cross-Madrid.html,2.0
11332,$,"['Austrian', 'European']",/Restaurant_Review-g190454-d5973370-Reviews-Gasthaus_Zur_Nordrandsiedlung-Vienna.html,15.0
11334,,,/Restaurant_Review-g187514-d12083322-Reviews-Huo_Guo-Madrid.html,3.0
11335,$$ - $$$,"['European', 'Portuguese']",/Restaurant_Review-g189158-d8488552-Reviews-Coma_Ou_Leve_Take_Away-Lisbon_Lisbon_District_Central_Portugal.html,14.0
11336,$,"['Chinese', 'Asian', 'Vegetarian Friendly']",/Restaurant_Review-g187331-d11869434-Reviews-Eat-Hamburg.html,47.0
11337,,,/Restaurant_Review-g187331-d8796653-Reviews-Baroma-Hamburg.html,1.0
11338,$$ - $$$,,/Restaurant_Review-g274772-d10003871-Reviews-Jedzeniownia-Krakow_Lesser_Poland_Province_Southern_Poland.html,6.0
11339,$$ - $$$,,/Restaurant_Review-g189852-d8300641-Reviews-Tandoori_King-Stockholm.html,13.0
11340,,"['Bar', 'Pub']",/Restaurant_Review-g1136497-d10250557-Reviews-Skyroom-Woluwe_St_Pierre_Brussels.html,3.0
11342,,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g187323-d11641755-Reviews-Rou_Vegetarian-Berlin.html,13.0
11343,$$ - $$$,"['European', 'Czech']",/Restaurant_Review-g274707-d4768028-Reviews-Na_Rychte_Stary_Chodov-Prague_Bohemia.html,9.0
11344,,"['Bar', 'Pub']",/Restaurant_Review-g187849-d3964087-Reviews-Liz_Bar_Milano-Milan_Lombardy.html,1.0
11345,,,/Restaurant_Review-g187497-d11876071-Reviews-Bar_Celona-Barcelona_Catalonia.html,3.0
11346,$$ - $$$,,/Restaurant_Review-g187147-d8685099-Reviews-Aux_Fourreurs-Paris_Ile_de_France.html,75.0
11347,,,/Restaurant_Review-g187497-d7990566-Reviews-Bodega_D_En_Ruben-Barcelona_Catalonia.html,7.0
11348,$,,/Restaurant_Review-g187497-d4040162-Reviews-La_Bruixa-Barcelona_Catalonia.html,19.0
11349,,,/Restaurant_Review-g190454-d5961438-Reviews-Repubblica_del_vino_vienna-Vienna.html,1.0
11350,,,/Restaurant_Review-g186338-d4924805-Reviews-China_Express-London_England.html,9.0
11351,$$ - $$$,"['American', 'Irish', 'European']",/Restaurant_Review-g187514-d2010714-Reviews-The_Clover_House_Campezo-Madrid.html,159.0
11352,,,/Restaurant_Review-g274924-d13344437-Reviews-Bar_Majak-Bratislava_Bratislava_Region.html,1.0
11353,,"['Bar', 'Pub']",/Restaurant_Review-g186338-d1907335-Reviews-South_London_Pacific-London_England.html,8.0
11354,,,/Restaurant_Review-g187849-d8396137-Reviews-Mondial-Milan_Lombardy.html,4.0
11355,,"['Cafe', 'Spanish']",/Restaurant_Review-g187514-d12614376-Reviews-El_Cafe_del_Gato-Madrid.html,13.0
11356,,,/Restaurant_Review-g274772-d1045656-Reviews-Tetmajerowska-Krakow_Lesser_Poland_Province_Southern_Poland.html,7.0
11357,$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d11874621-Reviews-Cafeteria_Restaurante_Cantalejo-Madrid.html,23.0
11358,$,"['Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187497-d8372009-Reviews-Cafe_d_Altair-Barcelona_Catalonia.html,16.0
11359,,,/Restaurant_Review-g190454-d12326267-Reviews-China_Restaurant_Ye-Vienna.html,1.0
11361,,"['Spanish', 'Basque']",/Restaurant_Review-g187147-d5800413-Reviews-Christian_Etchebest-Paris_Ile_de_France.html,11.0
11363,$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d8054870-Reviews-Casa_Mariano-Madrid.html,40.0
11364,,,/Restaurant_Review-g187323-d4460833-Reviews-Melzers_Wirtshaus-Berlin.html,4.0
11365,$$ - $$$,"['Bar', 'British', 'Pub']",/Restaurant_Review-g190454-d8454970-Reviews-Highlander_Scottish_Pub-Vienna.html,37.0
11366,$$ - $$$,"['Barbecue', 'European', 'Portuguese']",/Restaurant_Review-g189158-d13171768-Reviews-A_Grelha_do_Bairro-Lisbon_Lisbon_District_Central_Portugal.html,11.0
11368,,,/Restaurant_Review-g187147-d3843048-Reviews-Swann-Paris_Ile_de_France.html,1.0
11369,$,"['Austrian', 'European']",/Restaurant_Review-g190454-d3967439-Reviews-Heinzi_s_beisl-Vienna.html,8.0
11370,,"['African', 'Ethiopian']",/Restaurant_Review-g186338-d12119024-Reviews-Blue_Nile_Restaurant-London_England.html,7.0
11371,$$ - $$$,"['French', 'Belgian', 'European']",/Restaurant_Review-g950779-d7684475-Reviews-La_Bonne_Franquette-Sint_Agatha_Berchem_Brussels.html,60.0
11372,$,"['Cafe', 'European', 'Swedish']",/Restaurant_Review-g189852-d8760942-Reviews-Cafe_Panorama-Stockholm.html,39.0
11373,,,/Restaurant_Review-g187323-d1343297-Reviews-Il_Forno-Berlin.html,8.0
11375,,"['Chinese', 'European']",/Restaurant_Review-g950777-d7196005-Reviews-Le_Jade-Anderlecht_Brussels.html,4.0
11376,,"['Polish', 'European']",/Restaurant_Review-g274772-d2307872-Reviews-Bar_Kuchnik-Krakow_Lesser_Poland_Province_Southern_Poland.html,2.0
11377,,"['Asian', 'Szechuan']",/Restaurant_Review-g189158-d3505588-Reviews-Restaurante_JinNaIgor-Lisbon_Lisbon_District_Central_Portugal.html,16.0
